clave,nombre,activo,contacto,tipo,tipos_servicio,descripcion_servicios,metodo_pago,cuenta_pago,correo_e_contacto,razon_social,nombre_fiscal,regimen_fiscal,direccion,exterior,interior,colonia,cp,ciudad,estado,pais,telefono1,telefono2,fax,telefono800,correo_e,sitio_web,rfc,cuenta1,banco1,clabe1,cuenta2,banco2,clabe2,cuenta3,banco3,clabe3,cuenta4,banco4,clabe4,cuenta5,banco5,clabe5,titulo_anexo,vigencia_anexo,titulo_anexo2,vigencia_anexo2,titulo_anexo3,vigencia_anexo3,acepta_pago_directo,tasa_iva,agregar_iva_comision,pct_comision,pcc_sabre,codigo_bookingmotor,saldo_monedero,proveedor_corp,proveedor_corporativo,notas,imagen_cupon
29644,"HOTEL D'INGHILTERRA ROMA - STARHOTELS COLLEZIONE",1,"Massimo Colli",V,HTL,,,,reservations.inghilterra.rm@starhotels.it,"Starhotels S.p.A.",,," V. Bocca di Leone, 14, 00187",,,,,Roma,,Italia,"+39 06 699811",,,,inghilterra.rm@starhotels.it,,IT058091A1MMNZZ,,,,"VENTA DIRECTA",,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,28263,,0.00,0,0,,0
29648,"K-eta Corea del Sur",1,,V,,,,,,"K-eta Corea del Sur",,,,,,,,,,"Corea del sur",0226660463,,,,,,,,,,,,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,,,0.00,0,0,,0
29649,"Laos e-visa portal",1,,V,,,,,,"Laos e-visa portal",,,,,,,,,,,+1494381716,,,,,,,,,,,,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,,,0.00,0,0,,0
29668,"THE THINKING TRAVELLER",1,"Karamveer Bajwa",V,PKT,,,,karamveer@thethinkingtraveller.com,"The Thinking Traveller Ltd",,,"The Old Truman Brewery 91-95 Brick Lane",,,,,,,London,+442081469675,,,,,,"GB 395000022","BIC : HBUKGB4B",," GB13HBUK40127691687775",EUR,,,42378582,,GB22HBUK40032142378582,"BIC : HBUKGB4B",GBP,,"Sort Code : 400321",,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,,,0.00,0,0,,0
29670,"DESTINATION ASIA INDONESIA",1,"David Nuetzel",V,PKT,,,,david.nuetzel@destination-asia.com,"Destination Management for Asia’s Travel Connoisseurs",,,"Jl. By Pass Ngurah Rai No. 360",,,,,"Sanur, Denpasar",,"Bali, Indonesia","(62) 36 128 3898",,,,,,,,,,"VENTA DIRECTA",,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,,,0.00,0,0,,0
29682,"THE GLENEAGLES HOTEL",1,Reservations,V,HTL,,,,glenfriends@gleneagles.com,"Gleneagles Hotels Limited",,,"Auchterarder PH3 1NF",,,,,,,Reino Unido,"+44 1764 662231",,,,,,"GB 216 3092 34",15358442,"HSBC ",GB63HBUK40111815358442,"Sort Code: 40-11-18",,,"Swift Code: HBUKGB4B",GBP,,,,,,,,"Supplier Registration Form",0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,4608,,0.00,0,0,,0
29686,"SPERONARI SUITES",1,Reservations,V,HTL,,,,info@speronarisuites.it,"Speronari Srl.",,,"Via Speronari, 4, 20123",,,,,"Milano MI",,Italia,"+39 02 4942 8099",,,,,,10136840963,,,,"VENTA DIRECTA",,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,387889,,0.00,0,0,,0
29687,"CAPPUCCINA COUNTRY RESORT",1,Reservations,V,HTL,,,,info@cappuccinacountryresort.com,"Hotel Toscana Incorporate srl",,,"Località La Cappuccina, 46a, 53037",,,,," San Gimignano SI",,Italia,"+39 0577 148 1110",,,,,,01578300525,,,,"VENTA DIRECTA",,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,319486,,0.00,0,0,,0
29688,"TABLET HOTELS",1,"Angela W.Travel Specialist",V,,,,,,"TABLET HOTELS",,,,,,,,,,,"+1 888 644 7452",,,,,,,,,,,,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,,,0.00,0,0,,0
29689,"HOTEL LA PALMA",1,"Giusy Guarracino",V,HTL,,,,giusy.guarracino@oetkerhotels.com,"HLP HOTEL LA PALMA SRL",,,"Via Vittorio Emanuele, 39, 80073 ",,,,,Capri,,Italia,"+39 081 837 0133 ",,,,simone.garbuio@oetkerhotels.com,,IT07254930634,,"INTESA SAN PAOLO SPA  ",IT24Y0306922700100000117602,"BRANCH 22700 ",,,"SWIFT BCITITMM ",,,,,,,,,"Supplier Registration Form",0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,394249,,0.00,0,0,,0
29693,Aena,1,"Mohamed Touil",V,OTR,"Gestiona los aeropuertos de interés general en España.",,,mad.premium@aena.es,"AENA SME SA",,,"Avda. Hispanidad s/n. Dique Sur Oficina 11407",,,,,"28042 Madrid",,España," +34 913 21 10 00",,,,,," A86212420",AX,,,"SWIFT (BIC): BKBK ESMM",BANKINTER,"ES83 0128 0899 7501 0008 0207",,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,,,0.00,0,0,,0
29707,"KIMPTON VIRGILIO",1,"Perez, Carmen ",V,HTL,,,,Carmen.Perez1@ihg.com,"IHG Hotels & Resorts","VIRGILIO 7",,"Anatole France 79",,,,11000,"Polanco, Polanco III Secc, Miguel Hidalgo, 11540",,"Ciudad de México, CDMX","55 9156 0500",,,,,,VSI1703295C8,0120615714,"BBVA BANCOMER",012180001206157143,MXN,,,01201615986,"BBVA BANCOMER",012180001206159866,USD,,,,,,"Constancia fiscal",0000-00-00,"DATOS BANCARIOS",0000-00-00,,0000-00-00,0,,0,0.00,603507,,0.00,0,0,,0
29709,"AMBER TOURS",1,Reservations,V,"ATR,PKT",,,,shanti.kohli@ambertours.in,"Amber Tours Pvt Ltd",,,"Akash Deep, 707-708, 7th, 26A, Barakhamba Rd, Connaught Place",,,,,"New Delhi, Delhi",,India,"+91 11 2373 6523",,,,,,6044,,,,"8202 100 10265",,DBSSINBB,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,,,0.00,0,0,,0
29759,"BARTOLO AUTONOLEGGIO",1,Reservations,V,AUT,,,,info@bartoloautonoleggio.com,"Bartolo Autonoleggio di Rubino Bartolomeo",,,"Via Pezze di Monsignore, 72015 ",,,,,"Pezze di Greco BR",,Italia,"+39 380 643 6245",,,,,,02033350741,,,,"VENTA DIRECTA",,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,,,0.00,0,0,,0
29760,"MAMULA ISLAND BY BANYAN TREE",1,"Katarina kazanegra",V,HTL,,,,katarina.kazanegra@banyantree.com,"OHM MAMULA MONTENEGRO DSD",,,"RADOVICI BB 85320,",,,,," TIVAT",,Montenegro,"+382 67 166 814",,,,,,03095924,"SWIFT : CKBCMEPG",,ME25510000000020319697,,,,,,,,,,,,,"Supplier Registration Form",0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,615505,,0.00,0,0,,0
29762,"Raul Leslie Gerardo Martinez Ostos Jaye",1,,V,,,,,,"Raul Leslie Gerardo Martinez Ostos Jaye",,,,,,,,,,,11111111,,,,,,,"4012 544 3488","Inbursa ","0361 80 4012544 34889 ",MXN,,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,,,0.00,0,0,,0
29839,"BAUR AU LAC",1,Reservations,V,HTL,,,,info@bauraulac.ch,"H. Kracht’s Erben AG",,,"Talstrasse 1, 8001 ",,,,,Zürich,,Suiza,"+41 44 220 50 20",,,,,,CHE-106.100.014,,,,"VENTA DIRECTA",,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,4754,,0.00,0,0,,0
29841,"BULGARI HOTEL TOKYO",1,"Ai Motogi",V,HTL,,,,ai.motogi@bulgarihotels.com,"Mitsui Fudosan Resort Management Co.,Ltd",,,"2-1-1 Muromachi Nihonbashi, ",,,,,"Chuo-Ku, Tokyo, ",,Japan,03-6262-3333,,,,,,T8010001187150,8492435,"Sumitomo Mitsui Banking Corpor",,"Swift Code: SMBCJPJT",,,,,,,,,,,,"Supplier Registration Form",0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,601014,,0.00,0,0,,0
29851,"CHATEAU SAINT-MARTIN AND SPA",1,"Jennifer Ripoll",V,HTL,,,,jennifer.ripoll@oetkerhotels.com,"Chateau Saint-Martin and Spa",,,"Avenue des Templiers, ",,,,,"06140 Vence, ",,Francia,"+33 4 92 93 76 13",,,,anneclaire.figini@oetkerhotels.com,,96382846418,00073948608,"CIC Mediterranée GE","FR 7610096181020007394860803","SWIFT : CMCIFRPP",,,,,,,,,,,,"Supplier Registration Form",0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,47307,,0.00,0,0,,0
29880,"HOTEL LE SAINT PAUL",1,Reservations,V,HTL,,,,reservation@lesaintpaul.com,"LE SAINT PAUL S.A.S.",,,"86 Rue Grande, 06570 ",,,,,Saint-Paul-de-Vence,," Francia","+33 4 93 32 65 25",,,,,http://www.lesaintpaul.com,FR64899748123,,,,"VENTA DIRECTA",,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,21680,,0.00,0,0,,0
29905,"Abercrombie and Kent Australia",1,Sales,V,PKT,,,,kaberry@abercrombiekent.com.au,"Abercrombie & Kent (Australia) Pty. Ltd",,,"North Tower, Level 26/80 Collins St, VIC 3000",,,,,Melbourne,,Australia,"+61 3 9536 1800",,,,,,"005 422 999",,,,"VENTA DIRECTA",,WPACAU2S,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,,,0.00,0,0,,0
29915,"THE NEWBURY BOSTON",1,Reservations,V,HTL,,,,hello@thenewburyboston.com,"KSL ACP NEWBURY TRS LLC",,,"1 Newbury St, Boston, MA 02116",,,,,,,"Estados Unidos","+1 617-536-5700",,,,,,333151746,,,,"VENTA DIRECTA",,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,383162,,0.00,0,0,,0
29943,"W AMSTERDAM",1,"Oliver Kesseler",V,HTL,,,,Oliver.Kesseler@whotels.com,"STAG Europe (Grafenau) BV",,,"Spuistraat 175, 1012 RR ",,,,,"Amsterdam, ",,"Países Bajos","+31 20 811 2500",,,,,,"NL803623264B01 ",,,,"VENTA DIRECTA",,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,282140,,0.00,0,0,,0
29949,"DELICIAS TRAVEL AND INCENTIVES",1,"Ayca Tuncay",V,PKT,,,,delicias@turquia.com,"Delicias Turizm ve Ticaret LTD",,,"NUR-i ZIYA SOKAK Nº16 GALATASARAY 34425 ",,,,,ISTANBUL,,TURKEY,"+90 2124443022",,,,,,6010458295,,,,,"TR51 0006 2000 068000090825 43",TGBATRISXXX,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,,,0.00,0,0,,0
29951,"THE TWENTY TWO NEW YORK",1,"Aicha Fofana",V,HTL,,,,Info-nyc@thetwentytwo.com,"Gramercy Park House LLC",,,"16 E 16th St, 10003",,,,,"New York ",,"Estados Unidos","+1 (212) 302-4040 ",,,,,,C10903447,,,,"VENTA DIRECTA",,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,610841,,0.00,0,0,,0
29952,"HOUSTON AIRPORT MARRIOTT AT GEORGE BUSH INTERCONTINENTAL",1,Reservations,V,HTL,,,,info@marriott.com,"Marriott International, Inc",,,"18700 John F Kennedy Blvd, TX 77032",,,,,Houston,,"Estados Unidos","+1 281-443-2310",,,,,,133533138,,,,"VENTA DIRECTA",,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,1265,,0.00,0,0,,0
29954,"DIVITA DMC AND TOUR OPERATOR",1,"NICCOLO MAZZI",V,PKT,,,,OPERATIONS@DIVITATOURS.COM,"MAZZI GROUP EXPERIENCES SRL",,,"Via Maragliano, 99, 50144",,,,,"Firenze FI",,Italia,3312764946,,,,FRANCO@DIVITATOURS.COM,,07004220484,N.Q452184334911,,IT91J0326802801052184334911,BIC:SELBIT2BXXX,,,,,,,,,,,,"Supplier Registration Form",0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,,,0.00,0,0,,0
29955,"ILLA CHARTER MENORCA",1,,V,,,,,info@llautmenorca.com,"ILLA CHARTER MENORCA SOCIEDAD LIMITADA",,,,,,,,,,,+34644222493,,,,,,"CIF B02724466",,,ES67018274346702019400774,,,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,,,0.00,0,0,,0
29962,"HOTEL BARRIERE LE CARL GUSTAF SAINT-BARTH",1,"Nathaniel Most",V,HTL,,,,nmost@gruopebarriere.com,"Société d' exploitation de l' hotel Carl Gustaf",,,"Rue des Normands, Gustavia 97133",,,,,,,"San Bartolomé",+33610134473,"+590 590 297900&#823",,,bdesbonnet@groupebarriere.com,,FR05813322914,,,FR7630003036200002062963862,SOGEFRPP,,,,,,,,,,,,"Supplier Registration Form",0000-00-00,"DATOS BANCARIOS",0000-00-00,,0000-00-00,0,,0,0.00,327999,,0.00,0,0,,0
29970,"THE INN ABOVE TIDE",1,"Mark Flaherty",V,HTL,,,,stay@innabovetide.com,"THE INN ABOVE TIDE ",,,"30 El Portal, Sausalito, CA 94965",,,,,,,"Estados Unidos","+1 415-332-9535",,,,,,68-0357744,,,,"VENTA DIRECTA",,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,,,0.00,0,0,,0
29982,"LE SERENO HOTEL",1,Reservations,V,HTL,,,," info@lesereno.com","Société LE SERENO",,,"Grand Cul de Sac, 97133",,,,,,,"San Bartolomé","+590 590 29 83 00",,,,,,FR15493275168,,,,"VENTA DIRECTA",,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,5485,,0.00,0,0,,0
29983,"HOTEL BROSUNDET",1,Reservations,V,HTL,,,,post@brosundet.no,"HOTEL BROSUNDET AS",,,"Apotekergata 1, 5, 6004 ",,,,,"6004 Alesund, ",,Noruega,"+47 70 10 33 00",,,,,,989067877,,,,"VENTA DIRECTA",,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,50221,,0.00,0,0,,0
29987,"HOTEL LA PURIFICADORA",1,"Adriana Coyotl",V,HTL,,,,corporativo@lapurificadora.com,"GRUPO HOTELERO HABITA",,,"Paseo de San Francisco, C. 10 Nte. 802, Barrio del Alto, 72000 ",,,,,," Heroica Puebla de Zaragoza, Pue.",México,"222 309 1920",,,,administrracion@lapurificadora.com,,GHH180822830,0117191146,"BBVA-BANCOMER S.A",012180001171911469,"Moneda MXN",,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,78898,,0.00,0,0,,0
29989,"CALVADOS CLUB Luxury Travel DMC",1,,V,,,,,"info@calvadosclub.com ","CALVADOS CLUB putni&#269;ka agencija d.o.o.",,,"Jobova 8, HR-21000 ",,,,,"Split, ",,Croatia,"+385 21 49-49-49 ",,,,,,HR71481743857,,,,,,,,,,,,,,,,"Supplier Registration Form",0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,,,0.00,0,0,,0
29993,"CHEVAL BLANC ST-BARTH",1,Reservations,V,HTL,,,,res.stbarth@chevalblanc.com,"Société d'exploitation hoteliere Isle de France",,,"Baie des Flamands,",,,,," Saint-Barthélemy 97133, ",,"San Bartolomé"," +590 590 27 61 81",,,,,,"FR 53 501672794",,,,"VENTA DIRECTA",,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,176811,,0.00,0,0,,0
29994,"HYATT HOUSE DENVER AIRPORT",1,Reservations,V,HTL,,,,morgan.warner@hyatt.com,"Hyatt House DIA, LLC",,,"18741 E 71st Ave, Denver, CO 80249",,,,,Denver,,"Estados Unidos","+1 303-628-7777",,,,,,"201480589 ",,,,"VENTA DIRECTA",,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,114689,,0.00,0,0,,0
30018,"Silverstone Circuit",1,,V,,,,,,"Silverstone Circuits Limited",,,"Silverstone Circuit, Towcester,",,,,," Northamptonshire, , NN12 8TN.",,"United Kingdom","01327 320280",,,,,,00882843,,,,,,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,,,0.00,0,0,,0
30026,"TRAVEL OAXACA PREMIUM",1,"Jorge Álvarez",V,PKT,,,,traveloaxacapremium@gmail.com,"MARLA PATRICIA",,,"Guerrero 117, ",,,Centro,,"Oaxaca Ctro. C.P. 68000",Oaxaca,Mexico,9511174850,9513507008,,,,,CUHM831005B68,6348217954,HSBC,021610063482179541,,,,,,,,,,,,,"Supplier Registration Form",0000-00-00,"Certificado de titularidad bancario",0000-00-00,,0000-00-00,0,,0,0.00,,,0.00,0,0,,0
30053,"PATMOS AKTIS",1,"Maria Ntrelia",V,HTL,,,,maria.ntrelia@patmosaktis.gr,"Xenia Hotel",,,"Patmos 855 00, ",,,,,,,Grecia,"+30 2247 032800",,,,,,1468K015A035540,,,,"VENTA DIRECTA",,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,317021,,0.00,0,0,,0
30064,"GREAT PLAINS CONSERVATION",1,"Alex Walters",V,PKT,,,,reservations@greatplainsconservation.com,"Great Plains Conservation International Sales Lt",,,"P.O. Box 117 Victoria Mahe Seychelles",,,,,,,,"+27 (0)87 354 6591",,,,,,225675,62907133441,"National Bank Botswana Limited",,"Swift FIRNBWGX","Sort/Branch 282367",USD,62892779623,"National Bank Botswana Limited",,"Swift FIRNZAJJ",Sort/Branch200409,ZAR,,,,"Supplier Registration Form",0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,,,0.00,0,0,,0
30067,"FOUQUET'S NEW YORK",1,"Diana M. Chan",V,HTL,,,,reception-ny@fouquets.com,"Hôtels Barrière",,,"456 Greenwich St, New York, 10013",,,,,"New York",,"Estados Unidos","+1 (917) 925 2600","+1 (917) 409 5119",,,,,"FR 29 320 050 8",,,,"VENTA DIRECTA",,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,285173,,0.00,0,0,,0
30070,"GRAN HOTEL MIRAMAR GL",1,"Mariola Valladares",V,HTL,,,,mariola.valladares@hsantos.es,"Hoteles. SANTOS D., S.L.",,,"P.º Reding, 22, 24, Málaga-Este, 29016",,,,,Málaga,,España,"(+34) 699 800 716 ","(+34) 952 603 000",,,,,B02826881,,,,"VENTA DIRECTA",,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,311237,,0.00,0,0,,0
30073,"CPH PEVERO HOTEL",1,Reservations,V,HTL,,,,booking@cphpeverohotel.com,"ITI Sardegna S.r.l.",,,"Loc. Golfo del Pevero, 07021 ",,,,,"Porto Cervo",,Italia,"+39 0789 907009",,,,,,02076130901,,,,"VENTA DIRECTA",,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,174878,,0.00,0,0,,0
30100,"THE DOLLI AT ACROPOLIS A HOTEL TO LIVE",1,Reservations,V,HTL,,,,reservations.do@grecotel.com,"GRECOTEL S.A.",,,"Mitropoleos 49, ",,,,,"Athina 105 56, ",,Grecia,"+30 21 6004 7000",,,,,,099985960,,,,"Venta Directa",,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,600677,,0.00,0,0,,0
30101,"NOS HOTEL AND VILLAS",1,Reservations,V,HTL,,,,reservations@stayatnos.com,"Chrysopigi Single Member S.A.",,,"Faros, ",,,,,"Sifnos, 84003, ",,Greece,"+30 2284 028957",,,,,,1213348,,,,"VENTA DIRECTA",,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,,,0.00,0,0,,0
30102,"AVANT MAR",1,Reservations,V,HTL,,,,reservations@avantmar.com,"PIPERI HOTEL – HOTEL AND TOURISM SINGLE MEMBER SOCIETE ANONYME   ",,,"Piperi, Naousa 844 01",,,,84401,Paros,,Grecia,"+30 2284 440300",,,,,,"801217796  ",,,,"VENTA DIRECTA",,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,348872,,0.00,0,0,,0
30103,"GRAND UNIVERSE LUCCA, AUTOGRAPH COLLECTION",1,Reservations,V,HTL,,,,info@granduniverselucca.com,"Shaner Ciocco Properties",,,"Piazza Del Giglio, P.za Napoleone, 1, 55100 ",,,,,"Lucca LU",,Italia,"+39 0583 40041",,,,,,IT02073680460,,,,"VENTA DIRECTA",,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,389303,,0.00,0,0,,0
30104,"HOTEL NH COLLECTION MADRID PASEO DEL PRADO",1,Reservations,V,HTL,,,,"nhcollectionpaseodelprado@nhhotels. com","Minor Hotels Europe and Americas",,,"Plaza Canovas del Castillo 4,28014,",,,,," Madrid ",,España,"+34 913 30 24 00",,,,,,A-28027944,,,,"VENTA DIRECTA",,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,85516,,0.00,0,0,,0
30110,"THE NEWT IN SOMERSET",1,Reservations,V,HTL,,,,reservations@thenewtinsomerset.com,"The Newt In Somerset",,,"Hadspen, A359, Bruton BA7 7NG",,,,,,,"Reino Unido","+44 1963 577777",,,,,,08496160,,,,"VENTA DIRECTA",,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,613228,,0.00,0,0,,0
30111,"Caprice DMC & EVENTS",1,"Yousra EL ALAOUI NAJIB",V,,,,,y.elalaoui@caprice-morocco.com,"Caprice DMC & EVENTS",,,"Avenue Prince My Abdellah,",,,,," Résidence Ahlam B2, Appt N°18 – ",,Marrakech,"+212 6 61 50 18 11",,,,,www.caprice-morocco.com,50599538,"SWIFT/BIC: BCMAMAMC","Attijariwafa Bank",MA64007450000492500000071641,,,,,,,,,,,,,"Supplier Registration Form",0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,,,0.00,0,0,,0
30133,"VERDURA RESORT A ROCCO FORTE HOTEL",1,Reservations,V,HTL,,,,reservations.verdura@roccofortehotels.com,"Rocco Forte Hotels Limited",,,"S.S. 115, Km 131, 92019",,,,,"Sciacca AG",,Italia,"+39 0925 998001",,,,,,07908081008,,,,"VENTA DIRECTA",,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,55793,,0.00,0,0,,0
30137,"BOSTON MARRIOTT COPLEY PLACE",1,"Jamie Carroll",V,HTL,,,,jamie.carroll@marriott.com,"Host Hotels & Resorts, Inc.",,,"110 Huntington Ave",,,,,"Boston MA 02116",,"Estados Unidos","+1 617-236-5800",,,,timothy.cumbo@marriott.com,,53-0085950,,,,"VENTA DIRECTA",,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,1228,,0.00,0,0,,0
30138,"THE RITZ CARLTON LAKE TAHOE",1,Reservations,V,HTL,,,,starsagent.laketahoe@ritzcarlton.com,"The Ritz-Carlton Hotel Company, LLC",,,"13031 Ritz Carlton Highlands Ct, Truckee",,,,,"CALIFORNIA,  96161",,"Estados Unidos","+1 530-562-3000",,,,,,58-2168815,,,,"VENTA DIRECTA",,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,12328,,0.00,0,0,,0
30140,"KIMPTON CANARY HOTEL",1,Reservations,V,HTL,,,,dl_cnr_frontoffice@canarysantabarbara.com,"Kimpton Hotel & Restaurant Group, LLC",,,"31 W Carrillo St, 93101",,,,,"Santa Barbara, ",CALIFORNIA,"Estados Unidos","+1 805-884-0300",,,,,,94-3386163,,,,"VENTA DIRECTA",,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,30862,,0.00,0,0,,0
30141,"L'ERMITAGE BEVERLY HILLS",1,Reservations,V,HTL,,,,lbh.reservations@lermitagebeverlyhills.com,"LVBH Hotel LLC",,,"9291 Burton Way, 90210",,,,,"Beverly Hills  ",California,"Estados Unidos","+1 877-831-4284",,,,,,95-4584633,,,,"VENTA DIRECTA",,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,27669,,0.00,0,0,,0
30164,"RAFFLES BOSTON",1,"Manuel Davis",V,HTL,,,,boston@raffles.com,"Trinity Stuart LLC",,,"40 Trinity Pl, ",,,,,"MA 02116",Boston,"Estados Unidos","+1 617-351-8888",,,,,,7483173,,,,"VENTA DIRECTA",,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,602481,,0.00,0,0,,0
30165,"FOUR SEASONS HOTEL BOSTON",1,"Michael Pedder",V,HTL,,,,reservation.support@fourseasons.com,"Four Seasons Hotels Limited",,,"200 Boylston St, ",,,,,"Boston MA 02116"," Boston",USA,"+1 617-338-4400",,,,,,C0015440350,,,,"VENTA DIRECTA",,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,324450,,0.00,0,0,,0
30166,"HOTEL ESCONDIDO",1,"LUIS HERNANDEZ ",V,,,,,lhernandez@grupohabita.mx,"OPERACION HOTELERA ESCONDIDO SA DE CV",,,,,,,,,,,"951 689 0330",,,,,,OHE2208222Y3,0119828753,"BBVA-BANCOMER S.A.",012180001198287532,0119828796,"BBVA-BANCOMER S.A.",012180001198287969,,,,,,,,,,"Datos bancarios MXN y USD",0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,,,0.00,0,0,,0
30211,"THE RETREAT AT BLUE LAGOON ICELAND",1,"Margret Sigriour",V,HTL,,,,retreathotel@bluelagoon.is,"Blue Lagoon LTD",,,"Norðurljósavegur 11, 241",,,,,Grindavík,,Islandia,"+354 420 8700",,,,,,4907922369,,,,"VENTA DIRECTA",,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,,,0.00,0,0,,0
30212,"THE MERRION HOTEL DUBLIN",1,"Lerassa Ribeiro",V,HTL,,,,Iribeiro@merrionhotels.com,"Hotel Merrion Limited",,,"Merrion ST Upper,",,,,,Dublin,,Irlanda,+35316030600,,,,,,171972,,,,"VENTA DIRECTA",,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,8715,,0.00,0,0,,0
30215,"VIAJAR PARA DISFRUTAR",1,"Fco. Javier Acosta Cham",V,PKT,,,,contacto@viajesenogastronomicos.com,"VIAJAR PARA DISFRUTAR",,,"Santa Maria 3075 - 402,",,,,," Vallarta San Lucas, GDL. ",Jalisco,Mexico,3336102167,,,,,,VDI210603IU8,136015610017,Banregio,058320000013009665,,,,,,,,,,,,,"Supplier Registration Form",0000-00-00,"constancia RFC",0000-00-00,,0000-00-00,0,,0,0.00,,,0.00,0,0,,0
30216,CASTELBRANDO,1,Reservations,V,HTL,,,,hotel@castelbrando.it,"Veniceland S.r.l",,,"Via Brandolini Brando, 29, 31030 ",,,,,"Cison di Valmarino TV",,Italia,44820225900025,,,,,,03999530268,,,,"VENTA DIRECTA",,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,460869,,0.00,0,0,,0
30217,"THE DOMINICK",1,Reservations,V,HTL,,,,hotel@thedominick.com,"CIM Group",,,"246 Spring St,",,,,,"NY 10013, "," New York, ",USA,"+1 212-842-5500",,,,,,BE0435995006,,,,"VENTA DIRECTA",,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,48128,,0.00,0,0,,0
